angDist,sid,ra,dec,_RAJ2000,_DEJ2000,GALAH,Teff,logg,[Fe/H],Vmic,Vbroad,[alpha/Fe],[Li/Fe],[C/Fe],[O/Fe],[Na/Fe],[Mg/Fe],[Al/Fe],[Si/Fe],[K/Fe],[Ca/Fe],[Sc/Fe],[Ti/Fe],[V/Fe],[Cr/Fe],[Mn/Fe],[Co/Fe],[Ni/Fe],[Cu/Fe],[Zn/Fe],[Rb/Fe],[Sr/Fe],[Y/Fe],[Zr/Fe],[Mo/Fe],[Ru/Fe],[Ba/Fe],[La/Fe],[Ce/Fe],[Nd/Fe],[Sm/Fe],[Eu/Fe],RA_ICRS,DE_ICRS,RVgalah,RVGaiaDR2
0.015675,4325963117204360192,251.24199554,-15.50584867,251.24199224892,-15.50584568651,160518002401313,3511.35,4.628117,,0.781816,16.952736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.24199224892,-15.50584568651,,46.996311
