angDist,sid,ra,dec,_RAJ2000,_DEJ2000,APOGEE,Tel,Loc,RAJ2000,DEJ2000,Ak,E(B-V),Nvis,SNR,SNREV,SaFlag,HRV,s_HRV,e_HRV,GaiaEDR3,Chi2,AFlag,PMm,Teff,e_Teff,logg,e_logg,[M/H],e_[M/H],[a/M],e_[a/M],Vmicro,Vmacro,Vsini,[C/Fe],e_[C/Fe],f_[C/Fe],[CI/Fe],e_[CI/Fe],f_[CI/Fe],[N/Fe],e_[N/Fe],f_[N/Fe],[O/Fe],e_[O/Fe],f_[O/Fe],[Na/Fe],e_[Na/Fe],f_[Na/Fe],[Mg/Fe],e_[Mg/Fe],f_[Mg/Fe],[Al/Fe],e_[Al/Fe],f_[Al/Fe],[Si/Fe],e_[Si/Fe],f_[Si/Fe],[S/Fe],e_[S/Fe],f_[S/Fe],[K/Fe],e_[K/Fe],f_[K/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ca/Fe],[Ti/Fe],e_[Ti/Fe],f_[Ti/Fe],[TiII/Fe],e_[TiII/Fe],f_[TiII/Fe],[V/Fe],e_[V/Fe],f_[V/Fe],[Cr/Fe],e_[Cr/Fe],f_[Cr/Fe],[Mn/Fe],e_[Mn/Fe],f_[Mn/Fe],[Fe/H],e_[Fe/H],f_[Fe/H],[Co/Fe],e_[Co/Fe],f_[Co/Fe],[Ni/Fe],e_[Ni/Fe],f_[Ni/Fe],[Ce/Fe],e_[Ce/Fe],f_[Ce/Fe],DR16,Plot,SimbadName
1.584458,2255777610534133888,286.94520215,66.96445971,286.94525111,66.96402,2M19074686+6657504,apo25m,6116,286.945251,66.96402,0.0257,0.0331,4,379.769,360.137,0,-73.7086,5.728,0.0267,2255777610534133888,5.17404,4,,5626.4,20.8,4.212,0.016,0.2588,0.004,-0.016,0.0051,0.33549,0.0,4.05145,-0.0242,0.0211,0,-0.0573,0.0233,0,0.2696,0.017,0,0.0529,0.0358,0,0.2013,0.0733,0,-0.0012,0.0101,0,0.1796,0.0125,0,0.0541,0.0104,0,-0.0608,0.0347,0,0.0707,0.027,0,-0.0121,0.0085,0,-0.06,0.0434,0,,,64,0.1824,0.0729,0,-0.1832,0.0347,0,0.0967,0.0081,0,0.2494,0.0043,0,,,64,0.0538,0.0079,0,,,64,0,Plot,2MASS J19074686+6657504
