angDist,sid,ra,dec,_RAJ2000,_DEJ2000,LAMOST,RAJ2000,DEJ2000,GaiaDR2,Gmag,Nobs,obsIDlist,midmjmst,zlist,Tefflist,logglist,[Fe/H]list,RVlist
2.502470,2766840648166985728,358.55582078,12.64961034,358.555509581,12.650235645,13220715015302,358.555509581,12.650235645,2766840648166985728,9.224236,2,"66614075,66714075","80948058.5,80948102.5","0.0000091400,0.0000060500","-9999.00,-9999.00","-9999.000,-9999.000","-9999.000,-9999.000","-9999.00,-9999.00"
