angDist,sid,ra,dec,_RAJ2000,_DEJ2000,ObsID,Target,PlanId,RAJ2000,DEJ2000,snru,snrg,snrr,snri,snrz,z,magType,mag1,mag2,mag3,mag4,mag5,mag6,mag7,Teff,logg,[Fe/H],RV
0.709662,3437767763039822336,90.69593115,30.27468563,90.695981,30.274878,127812021,J060247.03+301629.5,GAC089N28V2,90.695981,30.274878,17.11,107.53,185.22,247.68,188.89,6.6546E-5,ugrijhk,,,,,9.96,9.62,9.55,5603.32,4.581,0.185,19.95
